MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,Total Bath,Total Porch SF
20,RL,71.0,10368,Pave,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,112.0,TA,TA,CBlock,TA,TA,No,1008.0,GasA,Ex,Y,SBrkr,1488,3,1,TA,7,Typ,1,Attchd,1964.0,Fin,2.0,430.0,TA,TA,Y,154,0,0,4,2006,WD ,167000,2.5,60
50,RM,53.0,6360,Pave,Reg,Lvl,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,6,1942,1950,Gable,CompShg,MetalSd,MetalSd,Stone,300.0,TA,TA,CBlock,TA,TA,No,835.0,GasA,TA,Y,FuseA,1453,3,1,Gd,7,Min2,2,Detchd,1942.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,3,2010,WD ,132000,1.5,183
20,RL,114.0,10357,Pave,IR1,Lvl,SawyerW,Feedr,Norm,1Fam,1Story,7,5,1990,1991,Hip,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,910.0,GasA,Gd,Y,SBrkr,1442,3,1,Gd,6,Typ,1,Attchd,1990.0,Fin,2.0,719.0,TA,TA,Y,0,0,0,5,2007,WD ,179900,3.0,244
20,RL,69.5,9819,Pave,IR1,Lvl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,31.0,TA,Gd,CBlock,TA,TA,No,882.0,GasA,TA,Y,SBrkr,900,3,1,TA,5,Typ,0,Detchd,1970.0,Unf,1.0,280.0,TA,TA,Y,0,0,0,2,2010,WD ,122000,1.0,0
20,RL,80.0,7936,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,1045.0,GasA,TA,Y,SBrkr,1045,3,1,TA,6,Typ,1,Attchd,1963.0,RFn,1.0,264.0,TA,TA,Y,0,0,0,4,2009,WD ,127000,2.0,0
120,RH,26.0,8773,Pave,IR2,Lvl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,2002,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,1487.0,GasA,Ex,Y,SBrkr,1419,2,1,Gd,4,Typ,0,Attchd,2002.0,Fin,2.0,543.0,TA,TA,Y,196,0,0,9,2006,WD ,190000,3.0,68
85,RL,75.0,11235,Pave,Reg,Lvl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1964,1980,Gable,CompShg,HdBoard,HdBoard,BrkFace,30.0,TA,TA,CBlock,Gd,TA,Av,1420.0,GasA,Gd,Y,SBrkr,1452,2,1,TA,6,Min2,1,Detchd,1964.0,Unf,2.0,572.0,TA,TA,Y,92,0,0,11,2007,WD ,158450,2.0,88
80,RL,70.0,12886,Pave,IR1,Lvl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1963,1999,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,520.0,GasA,Ex,Y,SBrkr,1464,3,1,TA,6,Min2,1,Attchd,1997.0,RFn,2.0,480.0,TA,TA,Y,302,0,0,10,2009,WD ,175000,2.5,100
20,RL,42.0,14892,Pave,IR1,HLS,Gilbert,Norm,Norm,1Fam,1Story,9,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,160.0,Ex,TA,PConc,Ex,TA,Gd,1746.0,GasA,Ex,Y,SBrkr,1746,3,1,Ex,7,Typ,2,Attchd,2006.0,Fin,3.0,758.0,TA,TA,Y,201,0,0,10,2009,WD ,377500,3.0,39
50,RM,52.0,6240,Pave,Reg,Lvl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1930,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,928.0,GasA,TA,Y,FuseF,1536,4,1,TA,7,Typ,1,Detchd,1930.0,Unf,2.0,480.0,TA,TA,Y,0,0,0,3,2010,WD ,138400,2.0,10
20,RL,78.0,11645,Pave,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,1734.0,GasA,Ex,Y,SBrkr,1734,3,1,Gd,7,Typ,0,Attchd,2005.0,Fin,2.0,660.0,TA,TA,Y,160,0,0,1,2006,WD ,260000,3.0,24
20,RL,110.0,14977,Pave,IR1,Lvl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,304.0,Gd,TA,PConc,Ex,TA,Gd,1976.0,GasA,Ex,Y,SBrkr,1976,2,1,Gd,7,Typ,1,Attchd,2006.0,RFn,3.0,908.0,TA,TA,Y,250,0,0,7,2007,New,440000,3.0,63
20,RL,70.0,9100,Pave,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,1212.0,GasA,Ex,Y,SBrkr,1212,3,1,Gd,6,Typ,0,Attchd,2001.0,RFn,2.0,573.0,TA,TA,Y,356,0,0,6,2009,WD ,178000,2.0,0
20,RL,70.0,8400,Pave,Reg,Lvl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,TA,Av,1052.0,GasA,Gd,Y,SBrkr,1052,3,1,TA,5,Typ,0,Attchd,1968.0,RFn,1.0,288.0,TA,TA,Y,356,0,0,11,2006,WD ,138500,2.5,0
20,RL,70.0,7420,Pave,Reg,Lvl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,1057.0,GasA,TA,Y,SBrkr,1057,3,1,TA,6,Typ,0,Detchd,1977.0,Fin,2.0,576.0,TA,TA,Y,0,0,0,4,2007,WD ,132000,1.0,0
50,RL,75.0,9525,Pave,Reg,Lvl,Edwards,Norm,Norm,1Fam,1.5Fin,6,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,1000.0,GasA,TA,Y,SBrkr,1609,5,1,TA,7,Typ,0,Attchd,1953.0,Unf,1.0,305.0,Fa,TA,Y,0,0,0,7,2006,WD ,149900,1.5,0
50,RM,63.0,7425,Pave,IR1,Bnk,BrkSide,RRAn,Artery,1Fam,1.5Fin,7,7,1945,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,672.0,GasA,Gd,Y,SBrkr,1668,3,1,Gd,8,Typ,0,Attchd,1945.0,Unf,1.0,252.0,TA,TA,Y,210,0,0,8,2008,WD ,108000,1.5,0
20,RL,88.0,7990,Pave,IR1,Lvl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,924.0,GasA,TA,Y,SBrkr,924,3,1,TA,5,Typ,0,Detchd,1981.0,Unf,1.0,280.0,TA,TA,Y,0,0,0,4,2008,WD ,110000,1.0,0
160,RM,24.0,1300,Pave,Reg,Lvl,Blueste,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,No,561.0,GasA,TA,Y,SBrkr,1229,2,1,TA,5,Typ,1,Attchd,1980.0,Fin,2.0,462.0,TA,TA,Y,150,0,0,5,2009,WD ,124000,1.5,0
45,RL,55.0,5500,Pave,Reg,Lvl,OldTown,Norm,Norm,1Fam,1.5Unf,4,6,1956,1956,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,882.0,GasA,Ex,Y,SBrkr,882,1,1,TA,4,Typ,0,NA,0,NA,0.0,0.0,NA,NA,Y,0,0,0,4,2007,WD ,103200,1.0,0
120,FV,40.0,3606,Pave,Reg,Lvl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,No,1352.0,GasA,Ex,Y,SBrkr,1352,2,1,Gd,5,Typ,1,Attchd,2006.0,RFn,2.0,466.0,TA,TA,Y,0,0,0,8,2007,New,194000,3.0,241
20,RL,67.2,8978,Pave,IR1,Lvl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,TA,No,948.0,GasA,TA,Y,SBrkr,948,3,1,TA,6,Typ,0,Attchd,1968.0,Unf,1.0,300.0,TA,TA,Y,147,0,0,5,2007,WD ,108000,1.0,0
20,RL,67.5,9079,Pave,IR1,Lvl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1961,1961,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,864.0,GasA,TA,Y,SBrkr,864,2,1,TA,5,Typ,0,Attchd,1961.0,Unf,1.0,440.0,TA,TA,Y,158,0,0,7,2009,WD ,122000,1.0,0
150,RL,47.3,1700,Pave,Reg,HLS,ClearCr,Norm,Norm,Twnhs,1.5Fin,7,5,1980,1981,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,430.0,GasA,TA,Y,SBrkr,1700,2,1,Gd,7,Typ,0,Basment,1980.0,Fin,1.0,450.0,Gd,TA,Y,188,0,0,4,2006,WD ,148400,3.5,236
20,RL,68.0,9571,Pave,Reg,Lvl,Edwards,Norm,Norm,1Fam,1Story,5,3,1958,1958,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,TA,Fa,CBlock,TA,Fa,No,1276.0,GasA,TA,Y,FuseA,1276,3,1,TA,5,Mod,0,Attchd,1958.0,Unf,1.0,350.0,TA,TA,Y,0,0,0,6,2009,COD,60000,1.0,0
20,RL,80.0,9938,Pave,Reg,Lvl,SawyerW,Norm,Norm,1Fam,1Story,7,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,251.0,Gd,TA,PConc,Gd,TA,No,1602.0,GasA,Ex,Y,SBrkr,1626,3,1,Gd,7,Typ,1,Attchd,1994.0,RFn,2.0,534.0,TA,TA,Y,424,0,0,4,2008,WD ,226500,3.5,40
20,C (all),50.0,9000,Pave,Reg,Lvl,IDOTRR,Norm,Norm,1Fam,1Story,2,3,1949,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,Av,480.0,GasA,TA,N,FuseA,480,1,1,TA,4,Typ,0,Detchd,1958.0,Unf,1.0,308.0,TA,TA,Y,0,0,0,10,2006,WD ,35311,1.0,0
90,RL,38.0,7840,Pave,IR1,Lvl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1975,1975,Flat,Tar&Grv,Plywood,Wd Shng,BrkFace,355.0,TA,TA,CBlock,Gd,TA,Gd,976.0,GasA,TA,Y,SBrkr,1012,4,0,TA,4,Typ,0,NA,0,NA,0.0,0.0,NA,NA,Y,0,0,0,10,2006,WD ,127500,3.0,0
20,RL,74.0,12395,Pave,Reg,Lvl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1984,1984,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,864.0,GasA,TA,Y,SBrkr,889,3,1,TA,6,Typ,0,Attchd,1984.0,Unf,2.0,484.0,TA,TA,Y,0,0,0,4,2008,WD ,137500,1.0,0
80,RL,69.0,9638,Pave,IR1,Lvl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Hip,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,1029.0,GasA,TA,Y,SBrkr,1117,3,1,TA,6,Typ,1,Attchd,1977.0,RFn,2.0,542.0,TA,TA,Y,292,0,0,11,2008,WD ,147000,2.0,0
60,RL,108.0,13418,Pave,Reg,Lvl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Stone,132.0,Gd,TA,PConc,Ex,TA,Av,1117.0,GasA,Ex,Y,SBrkr,2452,4,1,Gd,9,Typ,1,BuiltIn,2004.0,Fin,3.0,691.0,TA,TA,Y,113,0,0,9,2006,WD ,309000,3.5,32
20,RL,90.7,17597,Pave,Reg,Bnk,Crawfor,Norm,Norm,1Fam,1Story,7,9,1971,2009,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,Gd,CBlock,Gd,TA,No,1803.0,GasA,TA,Y,SBrkr,2365,3,1,Ex,7,Min1,2,Attchd,1971.0,Fin,2.0,551.0,TA,TA,Y,200,0,0,7,2009,WD ,315000,3.0,144
20,RL,72.0,8872,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,8,1965,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,300.0,TA,TA,CBlock,TA,TA,No,912.0,GasA,Ex,Y,SBrkr,912,2,1,Gd,5,Typ,0,Detchd,1992.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,12,2008,WD ,147000,2.0,240
120,RL,53.0,3982,Pave,Reg,Lvl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,Av,1520.0,GasA,Ex,Y,SBrkr,1567,1,1,Ex,7,Typ,1,Attchd,2006.0,Fin,3.0,648.0,TA,TA,Y,312,0,0,10,2006,New,264561,3.0,0
80,RL,60.0,7134,Pave,Reg,Bnk,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,384.0,GasA,TA,Y,SBrkr,1360,3,1,TA,6,Min1,1,Detchd,1962.0,Unf,2.0,572.0,TA,TA,Y,0,0,0,2,2007,WD ,130000,1.0,50
160,FV,48.5,2117,Pave,Reg,Lvl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,756.0,GasA,Ex,Y,SBrkr,1525,3,1,Gd,5,Typ,1,Detchd,2000.0,Unf,2.0,440.0,TA,TA,Y,0,0,0,6,2007,WD ,177000,2.5,0
50,RM,58.0,8155,Pave,Reg,Lvl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,7,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,No,780.0,GasA,Gd,Y,FuseA,1200,4,1,TA,7,Typ,0,NA,0,NA,0.0,0.0,NA,NA,Y,0,0,0,7,2008,WD ,119000,1.0,96
20,RL,50.0,5500,Pave,Reg,Lvl,SWISU,Norm,Norm,1Fam,1Story,7,5,2004,2004,Shed,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,Gd,Mn,1073.0,GasA,Ex,Y,SBrkr,1073,2,1,TA,4,Typ,0,Detchd,2004.0,Unf,1.0,246.0,TA,TA,Y,0,0,0,5,2006,WD ,157000,3.0,120
20,RL,74.2,11553,Pave,IR1,Lvl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,Plywood,Plywood,BrkFace,188.0,TA,TA,CBlock,TA,TA,No,1051.0,GasA,TA,Y,SBrkr,1159,3,1,TA,7,Typ,1,Attchd,1968.0,Unf,1.0,336.0,TA,TA,Y,466,0,0,7,2006,WD ,158000,1.5,0
50,RL,55.0,7150,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1.5Fin,4,4,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,1190.0,GasA,Gd,Y,SBrkr,1540,4,1,Fa,7,Typ,0,Detchd,2002.0,Unf,1.0,352.0,TA,TA,Y,0,0,0,8,2007,WD ,115000,2.0,0
20,RL,64.0,6285,Pave,Reg,Lvl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,894.0,GasA,TA,Y,SBrkr,894,2,1,TA,5,Typ,0,Detchd,1979.0,Unf,1.0,308.0,TA,TA,Y,192,0,0,3,2007,WD ,120750,2.0,0
60,FV,63.2,7500,Pave,Reg,Lvl,Somerst,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,814.0,GasA,Ex,Y,SBrkr,1674,3,1,Gd,7,Typ,0,Attchd,2000.0,RFn,2.0,663.0,TA,TA,Y,0,0,0,1,2010,WD ,216000,3.5,96
160,RM,21.0,2001,Pave,Reg,Lvl,MeadowV,Norm,Norm,Twnhs,2Story,4,5,1970,1970,Gable,CompShg,CemntBd,CmentBd,BrkFace,80.0,TA,TA,CBlock,TA,TA,No,546.0,GasA,Fa,Y,SBrkr,1092,3,1,TA,6,Typ,0,Attchd,1970.0,Unf,1.0,286.0,TA,TA,Y,0,0,0,1,2007,WD ,75000,1.5,0
20,RL,95.0,19508,Pave,Reg,Lvl,Veenker,Norm,Norm,1Fam,1Story,6,5,1974,1974,Gable,CompShg,HdBoard,ImStucc,BrkFace,144.0,TA,TA,CBlock,TA,TA,Av,1430.0,GasA,TA,Y,SBrkr,1430,3,1,TA,6,Typ,2,Attchd,1974.0,Unf,2.0,484.0,TA,TA,Y,117,0,0,7,2008,WD ,192000,2.5,273
80,RL,62.3,7176,Pave,IR1,Lvl,Sawyer,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,TA,TA,CBlock,TA,Gd,Gd,960.0,GasA,Fa,Y,SBrkr,1040,3,1,TA,6,Typ,1,Detchd,1979.0,Unf,2.0,616.0,TA,TA,Y,131,0,0,7,2006,WD ,160500,2.0,180
20,RL,91.0,10652,Pave,IR1,Lvl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,306.0,Gd,TA,PConc,Gd,TA,Av,1494.0,GasA,Ex,Y,SBrkr,1494,3,1,Gd,7,Typ,1,Attchd,2006.0,RFn,3.0,840.0,TA,TA,Y,160,0,0,8,2007,New,279500,2.0,33
85,RL,73.4,11235,Pave,Reg,Lvl,Sawyer,Feedr,Norm,1Fam,SFoyer,5,6,1963,1963,Gable,CompShg,HdBoard,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,Av,981.0,GasA,TA,Y,SBrkr,1075,3,1,Gd,6,Typ,0,Detchd,1996.0,Unf,2.0,440.0,TA,TA,Y,64,0,0,5,2008,WD ,148000,2.0,64
20,RL,68.0,10265,Pave,IR1,Lvl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1967,2005,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Fa,CBlock,TA,TA,No,992.0,GasA,Ex,Y,SBrkr,992,3,1,Gd,6,Typ,0,Attchd,1967.0,RFn,1.0,294.0,TA,TA,Y,204,0,600,7,2008,WD ,145000,2.0,0
60,RL,82.4,14541,Pave,IR1,Lvl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1993,1993,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,PConc,Gd,Gd,No,1338.0,GasA,Ex,Y,SBrkr,2520,5,1,Gd,10,Typ,1,Attchd,1993.0,RFn,3.0,796.0,TA,TA,Y,209,0,0,11,2006,WD ,310000,3.5,55
80,RL,83.0,10184,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,379.0,TA,TA,CBlock,TA,TA,Av,1083.0,GasA,TA,Y,SBrkr,1146,3,1,TA,6,Typ,1,Attchd,1963.0,Unf,1.0,294.0,TA,TA,Y,345,0,0,6,2006,WD ,165000,1.5,75
60,RL,52.0,46589,Pave,IR2,Lvl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1994,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,528.0,Gd,TA,PConc,Gd,Gd,No,1629.0,GasA,Ex,Y,SBrkr,2448,4,1,Gd,8,Typ,1,Attchd,1994.0,RFn,3.0,711.0,TA,TA,Y,517,0,0,7,2009,WD ,402000,3.5,76
60,FV,85.0,10625,Pave,Reg,Lvl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,1026.0,GasA,Ex,Y,SBrkr,1958,3,1,Gd,9,Typ,1,Attchd,2005.0,Fin,3.0,936.0,TA,TA,Y,154,0,0,7,2008,WD ,250000,2.5,210
180,RM,21.0,1470,Pave,Reg,Lvl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,6,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Av,630.0,GasA,TA,Y,SBrkr,630,1,1,TA,3,Typ,0,NA,0,NA,0.0,0.0,NA,NA,Y,0,0,0,4,2006,WD ,73000,2.0,0
90,RL,60.0,9000,Pave,Reg,Lvl,NAmes,Norm,Norm,Duplex,2Story,5,5,1974,1974,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,No,896.0,GasA,TA,Y,SBrkr,1792,4,2,TA,8,Typ,0,NA,0,NA,0.0,0.0,NA,NA,Y,32,0,0,9,2009,WD ,136000,3.0,45
120,RL,48.0,5911,Pave,Reg,Lvl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,278.0,Ex,TA,PConc,Ex,TA,No,1560.0,GasA,Ex,Y,SBrkr,1565,2,1,Ex,6,Typ,1,Attchd,2005.0,RFn,2.0,556.0,TA,TA,Y,196,0,0,3,2006,WD ,282500,3.0,56
20,RL,73.0,8987,Pave,Reg,Lvl,Somerst,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,226.0,Gd,TA,PConc,Gd,TA,NA,1595.0,GasA,Ex,Y,SBrkr,1595,2,1,Gd,6,Typ,1,Attchd,2005.0,RFn,3.0,880.0,TA,TA,Y,144,0,0,5,2010,WD ,221500,2.0,0
20,RL,91.5,17871,Pave,IR2,Lvl,Crawfor,Norm,Norm,1Fam,1Story,4,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,1680.0,GasA,Gd,Y,SBrkr,1680,4,1,Gd,7,Typ,0,Attchd,1996.0,Unf,2.0,628.0,TA,TA,Y,152,0,0,6,2007,WD ,170000,2.0,0
20,RL,77.0,11500,Pave,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,4,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0.0,Fa,TA,CBlock,TA,Fa,No,1040.0,GasA,Gd,Y,SBrkr,1040,3,1,TA,6,Min1,1,Attchd,1967.0,RFn,2.0,480.0,TA,TA,Y,0,0,0,5,2009,WD ,163000,2.0,156
60,RL,65.0,12257,Pave,IR1,Lvl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,Av,1318.0,GasA,Ex,Y,SBrkr,2531,4,1,Gd,9,Typ,1,Attchd,1995.0,RFn,3.0,752.0,TA,TA,Y,222,0,0,11,2007,WD ,290000,2.5,98
60,RL,82.0,9044,Pave,IR1,Lvl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,526.0,Gd,Gd,PConc,Gd,TA,No,1325.0,GasA,Ex,Y,SBrkr,2538,4,1,Gd,8,Typ,1,Attchd,1996.0,RFn,3.0,933.0,TA,TA,Y,198,0,0,5,2007,WD ,330000,2.5,92
160,RM,21.0,1680,Pave,Reg,Lvl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,504.0,TA,TA,CBlock,TA,TA,No,483.0,GasA,TA,Y,SBrkr,987,2,1,TA,5,Typ,0,Detchd,1973.0,Unf,1.0,264.0,TA,TA,Y,0,0,0,7,2009,WD ,111000,2.5,0
60,RL,45.0,9468,Pave,IR2,Lvl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,148.0,TA,TA,PConc,Gd,TA,Mn,840.0,GasA,Ex,Y,SBrkr,1755,3,1,TA,7,Typ,1,Attchd,1999.0,RFn,2.0,530.0,TA,TA,Y,176,0,0,8,2006,WD ,214000,3.5,73
20,RL,102.0,9373,Pave,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,1953,Gable,CompShg,MetalSd,MetalSd,BrkFace,84.0,TA,TA,CBlock,TA,TA,No,1152.0,GasA,TA,Y,SBrkr,1152,3,1,TA,6,Typ,0,Detchd,1971.0,Unf,2.0,636.0,TA,TA,Y,0,0,0,5,2008,WD ,137500,1.5,0
60,FV,70.0,7000,Pave,Reg,Lvl,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,926.0,GasA,Ex,Y,SBrkr,1884,3,1,Ex,7,Typ,1,Attchd,2003.0,RFn,2.0,581.0,TA,TA,Y,0,0,0,6,2009,WD ,240900,3.5,35
60,RL,107.0,10186,Pave,IR1,Lvl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,750.0,GasA,Ex,Y,SBrkr,1923,3,1,Gd,8,Typ,1,Attchd,1992.0,RFn,2.0,564.0,TA,TA,Y,240,0,0,6,2010,WD ,190000,3.5,39
20,RL,90.0,11664,Pave,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,1569.0,GasA,Ex,Y,SBrkr,1611,3,1,Gd,6,Typ,0,Attchd,2002.0,RFn,3.0,1231.0,TA,TA,Y,262,0,0,9,2009,WD ,250000,3.0,93
20,RL,90.0,10768,Pave,IR1,Lvl,Veenker,Norm,Norm,1Fam,1Story,5,8,1976,2004,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,Gd,CBlock,Gd,TA,Gd,1437.0,GasA,TA,Y,SBrkr,1437,3,1,Gd,6,Typ,1,Attchd,1976.0,RFn,2.0,528.0,TA,TA,Y,0,0,0,7,2007,WD ,218000,3.0,201
